Name,Political Affiliation at Appointment,Province / Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason,diff_days,observed
"Power, Lawrence Geoffrey",Liberal Party of Canada,Nova Scotia,"Mackenzie, Alexander",1877.02.02 - 1921.09.12  (Death),1877-02-02 00:00:00,1921-09-12 00:00:00,Death,16292,True
"Poy, Vivienne",Liberal Party of Canada,Ontario,"Chrétien, Joseph Jacques Jean",1998.09.17 - 2012.09.17  (Resignation),1998-09-17 00:00:00,2012-09-17 00:00:00,Resignation,5114,True
"Pozer, Christian Henry",Nationalist,Quebec,"Mackenzie, Alexander",1876.09.20 - 1884.07.18  (Death),1876-09-20 00:00:00,1884-07-18 00:00:00,Death,2858,True
"Pratt, Calvert Coates",Liberal Party of Canada,Newfoundland and Labrador,"St-Laurent, Louis Stephen",1951.01.24 - 1963.11.13  (Death),1951-01-24 00:00:00,1963-11-13 00:00:00,Death,4676,True
"Prévost, Jules-Édouard",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1930.06.03 - 1943.10.13  (Death),1930-06-03 00:00:00,1943-10-13 00:00:00,Death,4880,True
"Price, David Edward",Conservative (1867-1942),Quebec,Royal Proclamation,1867.10.23 - 1883.08.22  (Death),1867-10-23 00:00:00,1883-08-22 00:00:00,Death,5782,True
"Price, Evan John",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1888.12.01 - 1899.08.30  (Death),1888-12-01 00:00:00,1899-08-30 00:00:00,Death,3924,True
"Primrose, Clarence",Liberal-Conservative,Nova Scotia,"Abbott, John Joseph Caldwell",1892.11.28 - 1902.12.02  (Death),1892-11-28 00:00:00,1902-12-02 00:00:00,Death,3655,True
"Prince, Joseph Benjamin",Liberal Party of Canada,Saskatchewan,"Laurier, Wilfrid",1909.07.29 - 1920.10.26  (Death),1909-07-29 00:00:00,1920-10-26 00:00:00,Death,4107,True
"Pringle, Roderick Harlold Clive",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1917.01.08 - 1920.05.02  (Death),1917-01-08 00:00:00,1920-05-02 00:00:00,Death,1210,True
"Proudfoot, William",Unionist (Liberal),Ontario,"Borden, Robert Laird",1919.11.06 - 1922.12.03  (Death),1919-11-06 00:00:00,1922-12-03 00:00:00,Death,1123,True
"Prowse, Benjamin Charles",Liberal Party of Canada,Prince Edward Island,"Laurier, Wilfrid",1911.05.05 - 1930.02.22  (Death),1911-05-05 00:00:00,1930-02-22 00:00:00,Death,6868,True
"Prowse, James Harper",Liberal Party of Canada,Alberta,"Pearson, Lester Bowles",1966.02.24 - 1976.09.27  (Death),1966-02-24 00:00:00,1976-09-27 00:00:00,Death,3868,True
"Prowse, Samuel",Liberal-Conservative,Prince Edward Island,"Macdonald, John Alexander",1889.09.14 - 1902.01.14  (Death),1889-09-14 00:00:00,1902-01-14 00:00:00,Death,4504,True
"Prud'homme, Marcel",Independent,Quebec,"Mulroney, Martin Brian",1993.05.26 - 2009.11.30  (Retirement),1993-05-26 00:00:00,2009-11-30 00:00:00,Retirement,6032,True
"Quart, Josie Alice",Progressive Conservative Party,Quebec,"Diefenbaker, John George",1960.11.16 - 1980.04.17  (Death),1960-11-16 00:00:00,1980-04-17 00:00:00,Death,7092,True
"Quinn, Felix Patrick",Conservative (1867-1942),Nova Scotia,"Bennett, Richard Bedford",1935.07.20 - 1961.03.28  (Death),1935-07-20 00:00:00,1961-03-28 00:00:00,Death,9383,True
"Quinton, Herman William",Liberal Party of Canada,Newfoundland and Labrador,"St-Laurent, Louis Stephen",1951.01.24 - 1952.04.02  (Death),1951-01-24 00:00:00,1952-04-02 00:00:00,Death,434,True
"Raine, Nancy Greene",Conservative Party of Canada,British Columbia,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,2013-10-01 22:20:10.165196,,1733,False
"Rainville, Joseph Hormisdas",Conservative (1867-1942),Quebec,"Bennett, Richard Bedford",1932.10.06 - 1942.04.14  (Death),1932-10-06 00:00:00,1942-04-14 00:00:00,Death,3477,True
"Rankin, James Palmer",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1925.09.09 - 1934.06.15  (Death),1925-09-09 00:00:00,1934-06-15 00:00:00,Death,3201,True
"Rattenbury, Nelson",Liberal Party of Canada,New Brunswick,"Pearson, Lester Bowles",1964.02.14 - 1973.05.27  (Death),1964-02-14 00:00:00,1973-05-27 00:00:00,Death,3390,True
"Ratz, Valentine",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1909.01.18 - 1924.03.01  (Death),1909-01-18 00:00:00,1924-03-01 00:00:00,Death,5521,True
"Raymond, Donat",Liberal Party of Canada,Quebec,"King, William Lyon Mackenzie",1926.12.20 - 1963.06.05  (Death),1926-12-20 00:00:00,1963-06-05 00:00:00,Death,13316,True
"Read, Robert",Conservative (1867-1942),Ontario,"Macdonald, John Alexander",1871.02.24 - 1896.06.29  (Death),1871-02-24 00:00:00,1896-06-29 00:00:00,Death,9257,True
"Reesor, David",Liberal Party of Canada,Ontario,Royal Proclamation,1867.10.23 - 1901.01.01  (Resignation),1867-10-23 00:00:00,1901-01-01 00:00:00,Resignation,12123,True
"Reid, James",Liberal-Conservative,British Columbia,"Macdonald, John Alexander",1888.10.08 - 1904.05.03  (Death),1888-10-08 00:00:00,1904-05-03 00:00:00,Death,5685,True
"Reid, John Dowsley",Conservative (1867-1942),Ontario,"Meighen, Arthur",1921.09.22 - 1929.08.26  (Death),1921-09-22 00:00:00,1929-08-26 00:00:00,Death,2895,True
"Reid, Thomas",Liberal Party of Canada,British Columbia,"St-Laurent, Louis Stephen",1949.09.07 - 1967.10.14  (Resignation),1949-09-07 00:00:00,1967-10-14 00:00:00,Resignation,6611,True
"Renaud, Louis",Conservative (1867-1942),Quebec,Royal Proclamation,1867.10.23 - 1873.10.01  (Resignation),1867-10-23 00:00:00,1873-10-01 00:00:00,Resignation,2170,True
"Rhodes, Edgar Nelson",Conservative (1867-1942),Nova Scotia,"Bennett, Richard Bedford",1935.07.20 - 1942.03.15  (Death),1935-07-20 00:00:00,1942-03-15 00:00:00,Death,2430,True
"Richardson, Henry Westman",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1917.01.20 - 1918.10.27  (Death),1917-01-20 00:00:00,1918-10-27 00:00:00,Death,645,True
"Riel, Maurice",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1973.10.05 - 1997.04.03  (Retirement),1973-10-05 00:00:00,1997-04-03 00:00:00,Retirement,8581,True
"Riley, Daniel Aloysius",Liberal Party of Canada,New Brunswick,"Trudeau, Pierre Elliott",1973.12.21 - 1984.09.13  (Death),1973-12-21 00:00:00,1984-09-13 00:00:00,Death,3919,True
"Riley, Daniel Edward",Liberal Party of Canada,Alberta,"King, William Lyon Mackenzie",1926.06.25 - 1948.04.27  (Death),1926-06-25 00:00:00,1948-04-27 00:00:00,Death,7977,True
"Riley, George",Liberal Party of Canada,British Columbia,"Laurier, Wilfrid",1906.03.22 - 1916.01.19  (Death),1906-03-22 00:00:00,1916-01-19 00:00:00,Death,3590,True
"Ringuette, Pierrette",Liberal Party of Canada,New Brunswick,"Chrétien, Joseph Jacques Jean",2002.12.12 -,2002-12-12 00:00:00,2013-10-01 22:20:10.165196,,3946,False
"Ritchie, John William",Conservative (1867-1942),Nova Scotia,Royal Proclamation,1867.10.23 - 1870.09.28  (Resignation),1867-10-23 00:00:00,1870-09-28 00:00:00,Resignation,1071,True
"Rivard, Michel",Conservative Party of Canada,Quebec,"Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,2013-10-01 22:20:10.165196,,1733,False
"Rivest, Jean-Claude",Progressive Conservative Party,Quebec,"Mulroney, Martin Brian",1993.03.11 -,1993-03-11 00:00:00,2013-10-01 22:20:10.165196,,7509,False
"Rizzuto, Pietro",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1976.12.23 - 1997.08.03  (Death),1976-12-23 00:00:00,1997-08-03 00:00:00,Death,7528,True
"Roberge, Fernand",Progressive Conservative Party,Quebec,"Mulroney, Martin Brian",1993.05.26 - 2000.07.19  (Resignation),1993-05-26 00:00:00,2000-07-19 00:00:00,Resignation,2611,True
"Robertson, Brenda",Progressive Conservative Party,New Brunswick,"Mulroney, Martin Brian",1984.12.21 - 2004.05.23  (Retirement),1984-12-21 00:00:00,2004-05-23 00:00:00,Retirement,7093,True
"Robertson, Gideon Decker",Conservative (1867-1942),Ontario,"Borden, Robert Laird",1917.01.20 - 1933.08.05  (Death),1917-01-20 00:00:00,1933-08-05 00:00:00,Death,6041,True
"Robertson, James Edwin",Liberal Party of Canada,Prince Edward Island,"Laurier, Wilfrid",1902.02.07 - 1915.04.13  (Resignation),1902-02-07 00:00:00,1915-04-13 00:00:00,Resignation,4813,True
"Robertson, John",Liberal Party of Canada,New Brunswick,Royal Proclamation,1867.10.23 - 1876.08.03  (Death),1867-10-23 00:00:00,1876-08-03 00:00:00,Death,3207,True
"Robertson, John Alexander",Progressive Conservative Party,Ontario,"Diefenbaker, John George",1962.11.29 - 1965.02.19  (Death),1962-11-29 00:00:00,1965-02-19 00:00:00,Death,813,True
"Robertson, Wishart McLea",Liberal Party of Canada,Nova Scotia,"King, William Lyon Mackenzie",1943.02.19 - 1965.12.24  (Resignation),1943-02-19 00:00:00,1965-12-24 00:00:00,Resignation,8344,True
"Robichaud, Fernand",Liberal Party of Canada,New Brunswick,"Chrétien, Joseph Jacques Jean",1997.09.22 -,1997-09-22 00:00:00,2013-10-01 22:20:10.165196,,5853,False
"Robichaud, Hédard-J.",Liberal Party of Canada,New Brunswick,"Trudeau, Pierre Elliott",1968.06.28 - 1971.10.08  (Resignation),1968-06-28 00:00:00,1971-10-08 00:00:00,Resignation,1197,True
"Robichaud, Louis J.",Liberal Party of Canada,New Brunswick,"Trudeau, Pierre Elliott",1973.12.21 - 2000.10.21  (Retirement),1973-12-21 00:00:00,2000-10-21 00:00:00,Retirement,9801,True
"Robicheau, Jean-Louis Philippe",Conservative (1867-1942),Nova Scotia,"Bennett, Richard Bedford",1935.07.20 - 1948.03.01  (Death),1935-07-20 00:00:00,1948-03-01 00:00:00,Death,4608,True
"Robinson, Brewer Waugh",Liberal Party of Canada,Prince Edward Island,"King, William Lyon Mackenzie",1945.04.19 - 1949.01.20  (Death),1945-04-19 00:00:00,1949-01-20 00:00:00,Death,1372,True
"Robinson, Clifford William",Liberal Party of Canada,New Brunswick,"King, William Lyon Mackenzie",1924.05.05 - 1944.07.27  (Death),1924-05-05 00:00:00,1944-07-27 00:00:00,Death,7388,True
"Robitaille, Louis",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1883.02.08 - 1884.12.28  (Resignation),1883-02-08 00:00:00,1884-12-28 00:00:00,Resignation,689,True
"Robitaille, Théodore",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1885.01.29 - 1897.08.17  (Death),1885-01-29 00:00:00,1897-08-17 00:00:00,Death,4583,True
"Roblin, Dufferin (Duff)",Progressive Conservative Party,Manitoba,"Trudeau, Pierre Elliott",1978.03.23 - 1992.06.17  (Retirement),1978-03-23 00:00:00,1992-06-17 00:00:00,Retirement,5200,True
"Roche, Douglas",Independent,Alberta,"Chrétien, Joseph Jacques Jean",1998.09.17 - 2004.06.14  (Retirement),1998-09-17 00:00:00,2004-06-14 00:00:00,Retirement,2097,True
"Roche, William",Liberal Party of Canada,Nova Scotia,"Laurier, Wilfrid",1910.01.12 - 1925.10.19  (Death),1910-01-12 00:00:00,1925-10-19 00:00:00,Death,5759,True
"Rodier, Charles-Séraphin",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1888.12.01 - 1890.01.26  (Death),1888-12-01 00:00:00,1890-01-26 00:00:00,Death,421,True
"Roebuck, Arthur Wentworth",Liberal Party of Canada,Ontario,"King, William Lyon Mackenzie",1945.04.18 - 1971.11.17  (Death),1945-04-18 00:00:00,1971-11-17 00:00:00,Death,9709,True
"Rolland, Jean-Baptiste",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1887.10.22 - 1888.03.22  (Death),1887-10-22 00:00:00,1888-03-22 00:00:00,Death,152,True
"Rompkey, Bill",Liberal Party of Canada,Newfoundland and Labrador,"Chrétien, Joseph Jacques Jean",1995.09.21 - 2011.05.13  (Retirement),1995-09-21 00:00:00,2011-05-13 00:00:00,Retirement,5713,True
"Ross, George Henry",Liberal Party of Canada,Alberta,"St-Laurent, Louis Stephen",1948.12.01 - 1956.09.26  (Death),1948-12-01 00:00:00,1956-09-26 00:00:00,Death,2856,True
"Ross, George William",Liberal Party of Canada,Ontario,"Laurier, Wilfrid",1907.01.15 - 1914.03.07  (Death),1907-01-15 00:00:00,1914-03-07 00:00:00,Death,2608,True
"Ross, James Gibb",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1884.01.11 - 1888.10.01  (Death),1884-01-11 00:00:00,1888-10-01 00:00:00,Death,1725,True
"Ross, James Hamilton",Liberal Party of Canada,Northwest Territories,"Laurier, Wilfrid",1904.09.30 - 1932.12.14  (Death),1904-09-30 00:00:00,1932-12-14 00:00:00,Death,10302,True
"Ross, James W.",Progressive Conservative Party,Maritimes (Division),"Mulroney, Martin Brian",1990.09.27 - 1993.05.25  (Resignation),1990-09-27 00:00:00,1993-05-25 00:00:00,Resignation,971,True
"Ross, John",Conservative (1867-1942),Ontario,Royal Proclamation,1867.10.23 - 1871.01.31  (Death),1867-10-23 00:00:00,1871-01-31 00:00:00,Death,1196,True
"Ross, John Jones",Conservative (1867-1942),Quebec,"Macdonald, John Alexander",1887.04.12 - 1901.05.04  (Death),1887-04-12 00:00:00,1901-05-04 00:00:00,Death,5135,True
"Ross, William",Liberal Party of Canada,Nova Scotia,"Laurier, Wilfrid",1905.05.18 - 1912.03.17  (Death),1905-05-18 00:00:00,1912-03-17 00:00:00,Death,2495,True
"Ross, William Benjamin",Conservative (1867-1942),Nova Scotia,"Borden, Robert Laird",1912.11.20 - 1929.01.10  (Death),1912-11-20 00:00:00,1929-01-10 00:00:00,Death,5895,True
"Rossiter, Eileen",Progressive Conservative Party,Prince Edward Island,"Mulroney, Martin Brian",1986.11.17 - 2004.07.14  (Retirement),1986-11-17 00:00:00,2004-07-14 00:00:00,Retirement,6449,True
"Rousseau, Yvette Boucher",Liberal Party of Canada,Quebec,"Trudeau, Pierre Elliott",1979.03.27 - 1988.03.17  (Death),1979-03-27 00:00:00,1988-03-17 00:00:00,Death,3278,True
"Roux, Jean-Louis",Liberal Party of Canada,Quebec,"Chrétien, Joseph Jacques Jean",1994.08.31 - 1996.08.08  (Resignation),1994-08-31 00:00:00,1996-08-08 00:00:00,Resignation,708,True
"Rowe, Frederick William",Liberal Party of Canada,Newfoundland and Labrador,"Trudeau, Pierre Elliott",1971.12.09 - 1987.09.28  (Retirement),1971-12-09 00:00:00,1987-09-28 00:00:00,Retirement,5772,True
"Roy, Philippe",Liberal Party of Canada,Alberta,"Laurier, Wilfrid",1906.03.08 - 1911.04.21  (Resignation),1906-03-08 00:00:00,1911-04-21 00:00:00,Resignation,1870,True
