ctryname,cowcode2,politycode,un_region_name,un_continent_name,ehead,leaderspellreg,democracy,regime,start_year,duration,observed
Mexico,70,70.0,Central America,Americas,Ernesto Zedillo,Ernesto Zedillo.Mexico.1994.1999.Civilian Dict,Non-democracy,Civilian Dict,1994,6,1
Mexico,70,70.0,Central America,Americas,Vicente Fox Quesada,Vicente Fox Quesada.Mexico.2000.2005.Presidential Dem,Democracy,Presidential Dem,2000,6,1
Mexico,70,70.0,Central America,Americas,Felipe de Jesï¿½s Calderï¿½n Hinojosa,Felipe de Jesï¿½s Calderï¿½n Hinojosa.Mexico.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,3,0
"Micronesia, Federated States of",987,987.0,Micronesia,Oceania,Bailey Olter,"Bailey Olter.Micronesia, Federated States of.1991.1995.Presidential Dem",Democracy,Presidential Dem,1991,5,1
"Micronesia, Federated States of",987,987.0,Micronesia,Oceania,Jacob Nena,"Jacob Nena.Micronesia, Federated States of.1996.1998.Presidential Dem",Democracy,Presidential Dem,1996,3,1
"Micronesia, Federated States of",987,987.0,Micronesia,Oceania,Leo Falcam,"Leo Falcam.Micronesia, Federated States of.1999.2002.Presidential Dem",Democracy,Presidential Dem,1999,4,1
"Micronesia, Federated States of",987,987.0,Micronesia,Oceania,Joseph J. Urusemal,"Joseph J. Urusemal.Micronesia, Federated States of.2003.2006.Presidential Dem",Democracy,Presidential Dem,2003,4,1
"Micronesia, Federated States of",987,987.0,Micronesia,Oceania,Manny Mori,"Manny Mori.Micronesia, Federated States of.2007.2008.Presidential Dem",Democracy,Presidential Dem,2007,2,0
Moldova,359,359.0,Eastern Europe,Europe,Mirecea Snegur,Mirecea Snegur.Moldova.1991.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1991,5,1
Moldova,359,359.0,Eastern Europe,Europe,Andrei Sangheli,Andrei Sangheli.Moldova.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
Moldova,359,359.0,Eastern Europe,Europe,Ion Ciubuc,Ion Ciubuc.Moldova.1997.1998.Mixed Dem,Democracy,Mixed Dem,1997,2,1
Moldova,359,359.0,Eastern Europe,Europe,Dumitru Braghis,Dumitru Braghis.Moldova.1999.1999.Mixed Dem,Democracy,Mixed Dem,1999,1,1
Moldova,359,359.0,Eastern Europe,Europe,Dumitru Braghis,Dumitru Braghis.Moldova.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
Moldova,359,359.0,Eastern Europe,Europe,Vasile Tarlev,Vasile Tarlev.Moldova.2001.2007.Parliamentary Dem,Democracy,Parliamentary Dem,2001,7,1
Moldova,359,359.0,Eastern Europe,Europe,Zinaida Greceanii,Zinaida Greceanii.Moldova.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Mongolia,712,712.0,Eastern Asia,Asia,Yumjaagiyn Tsedenbal,Yumjaagiyn Tsedenbal.Mongolia.1946.1953.Civilian Dict,Non-democracy,Civilian Dict,1946,8,1
Mongolia,712,712.0,Eastern Asia,Asia,Dashiyn Damba,Dashiyn Damba.Mongolia.1954.1957.Civilian Dict,Non-democracy,Civilian Dict,1954,4,1
Mongolia,712,712.0,Eastern Asia,Asia,Yumjaagiyn Tsedenbal,Yumjaagiyn Tsedenbal.Mongolia.1958.1983.Civilian Dict,Non-democracy,Civilian Dict,1958,26,1
Mongolia,712,712.0,Eastern Asia,Asia,Jambyn Batmounkh,Jambyn Batmounkh.Mongolia.1984.1989.Civilian Dict,Non-democracy,Civilian Dict,1984,6,1
Mongolia,712,712.0,Eastern Asia,Asia,Punsalmaagiyn Ochirbat,Punsalmaagiyn Ochirbat.Mongolia.1990.1991.Parliamentary Dem,Democracy,Parliamentary Dem,1990,2,1
Mongolia,712,712.0,Eastern Asia,Asia,Puntsagiyn Jasray,Puntsagiyn Jasray.Mongolia.1992.1995.Mixed Dem,Democracy,Mixed Dem,1992,4,1
Mongolia,712,712.0,Eastern Asia,Asia,Mendsayhany Enkhsaikhan,Mendsayhany Enkhsaikhan.Mongolia.1996.1997.Mixed Dem,Democracy,Mixed Dem,1996,2,1
Mongolia,712,712.0,Eastern Asia,Asia,Janlaviyn Narantsatsralt,Janlaviyn Narantsatsralt.Mongolia.1998.1998.Mixed Dem,Democracy,Mixed Dem,1998,1,1
Mongolia,712,712.0,Eastern Asia,Asia,Rinchinnyamiyn Amarjargal,Rinchinnyamiyn Amarjargal.Mongolia.1999.1999.Mixed Dem,Democracy,Mixed Dem,1999,1,1
Mongolia,712,712.0,Eastern Asia,Asia,Nambaryn Enkhbayar,Nambaryn Enkhbayar.Mongolia.2000.2003.Mixed Dem,Democracy,Mixed Dem,2000,4,1
Mongolia,712,712.0,Eastern Asia,Asia,Tsakhiagiyn Elbegdorj,Tsakhiagiyn Elbegdorj.Mongolia.2004.2005.Mixed Dem,Democracy,Mixed Dem,2004,2,1
Mongolia,712,712.0,Eastern Asia,Asia,Miyeegombo Enkhbold,Miyeegombo Enkhbold.Mongolia.2006.2006.Mixed Dem,Democracy,Mixed Dem,2006,1,1
Mongolia,712,712.0,Eastern Asia,Asia,Sanj Bayar,Sanj Bayar.Mongolia.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2,0
Montenegro,341,,Southern Europe,Europe,Filip Vujanovic,Filip Vujanovic.Montenegro.2006.2008.Civilian Dict,Non-democracy,Civilian Dict,2006,3,0
Morocco,600,600.0,Northern Africa,Africa,Muhammad V,Muhammad V.Morocco.1956.1960.Monarchy,Non-democracy,Monarchy,1956,5,0
Morocco,600,600.0,Northern Africa,Africa,Hassan II,Hassan II.Morocco.1961.1998.Monarchy,Non-democracy,Monarchy,1961,38,0
Morocco,600,600.0,Northern Africa,Africa,Muhammad VI,Muhammad VI.Morocco.1999.2008.Monarchy,Non-democracy,Monarchy,1999,10,0
Mozambique,541,541.0,Eastern Africa,Africa,Samora Machel,Samora Machel.Mozambique.1975.1985.Civilian Dict,Non-democracy,Civilian Dict,1975,11,0
Mozambique,541,541.0,Eastern Africa,Africa,Joaquim Chissano,Joaquim Chissano.Mozambique.1986.2004.Civilian Dict,Non-democracy,Civilian Dict,1986,19,1
Mozambique,541,541.0,Eastern Africa,Africa,Armando Emï¿½lio Guebuza,Armando Emï¿½lio Guebuza.Mozambique.2005.2008.Civilian Dict,Non-democracy,Civilian Dict,2005,4,0
Myanmar,775,775.0,South-Eastern Asia,Asia,U Nu,U Nu.Myanmar.1948.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1948,8,1
Myanmar,775,775.0,South-Eastern Asia,Asia,U Ba Swe,U Ba Swe.Myanmar.1956.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1956,1,1
Myanmar,775,775.0,South-Eastern Asia,Asia,U Nu,U Nu.Myanmar.1957.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1957,1,1
Myanmar,775,775.0,South-Eastern Asia,Asia,Ne Win,Ne Win.Myanmar.1958.1959.Military Dict,Non-democracy,Military Dict,1958,2,1
Myanmar,775,775.0,South-Eastern Asia,Asia,U Nu,U Nu.Myanmar.1960.1961.Parliamentary Dem,Democracy,Parliamentary Dem,1960,2,1
Myanmar,775,775.0,South-Eastern Asia,Asia,Ne Win,Ne Win.Myanmar.1962.1987.Military Dict,Non-democracy,Military Dict,1962,26,1
Myanmar,775,775.0,South-Eastern Asia,Asia,Khin Nyunt,Khin Nyunt.Myanmar.1988.1991.Military Dict,Non-democracy,Military Dict,1988,4,1
Myanmar,775,775.0,South-Eastern Asia,Asia,Than Shwe,Than Shwe.Myanmar.1992.2008.Military Dict,Non-democracy,Military Dict,1992,17,0
Namibia,565,565.0,Southern Africa,Africa,Sam Nujoma,Sam Nujoma.Namibia.1990.2004.Civilian Dict,Non-democracy,Civilian Dict,1990,15,1
Namibia,565,565.0,Southern Africa,Africa,Hifikepunye Lucas Pohamba,Hifikepunye Lucas Pohamba.Namibia.2005.2008.Civilian Dict,Non-democracy,Civilian Dict,2005,4,0
Nauru,970,970.0,Micronesia,Oceania,Hammer DeRoburt,Hammer DeRoburt.Nauru.1968.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1968,8,1
Nauru,970,970.0,Micronesia,Oceania,Bernard Dowiyogo,Bernard Dowiyogo.Nauru.1976.1977.Parliamentary Dem,Democracy,Parliamentary Dem,1976,2,1
Nauru,970,970.0,Micronesia,Oceania,Hammer DeRoburt,Hammer DeRoburt.Nauru.1978.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1978,11,1
Nauru,970,970.0,Micronesia,Oceania,Bernard Dowiyoyo,Bernard Dowiyoyo.Nauru.1989.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1989,6,1
Nauru,970,970.0,Micronesia,Oceania,Lagumot Harris,Lagumot Harris.Nauru.1995.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1995,1,1
Nauru,970,970.0,Micronesia,Oceania,Rueben Kun,Rueben Kun.Nauru.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
Nauru,970,970.0,Micronesia,Oceania,Kinza Clodumar,Kinza Clodumar.Nauru.1997.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1,1
Nauru,970,970.0,Micronesia,Oceania,Bernard Dowiyoyo,Bernard Dowiyoyo.Nauru.1998.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1998,1,1
Nauru,970,970.0,Micronesia,Oceania,Rene Harris,Rene Harris.Nauru.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1,1
Nauru,970,970.0,Micronesia,Oceania,Bernard Dowiyoyo,Bernard Dowiyoyo.Nauru.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
Nauru,970,970.0,Micronesia,Oceania,Rene Harris,Rene Harris.Nauru.2001.2003.Parliamentary Dem,Democracy,Parliamentary Dem,2001,3,1
Nauru,970,970.0,Micronesia,Oceania,Ludwig Scotty,Ludwig Scotty.Nauru.2004.2006.Parliamentary Dem,Democracy,Parliamentary Dem,2004,3,1
Nauru,970,970.0,Micronesia,Oceania,Marcus Stephen,Marcus Stephen.Nauru.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2,0
Nepal,790,790.0,Southern Asia,Asia,Padma Shumshere Rana,Padma Shumshere Rana.Nepal.1946.1947.Civilian Dict,Non-democracy,Civilian Dict,1946,2,1
Nepal,790,790.0,Southern Asia,Asia,Mohan Shumshere Rana,Mohan Shumshere Rana.Nepal.1948.1950.Civilian Dict,Non-democracy,Civilian Dict,1948,3,1
Nepal,790,790.0,Southern Asia,Asia,Tribhuwan Bir Bikram Shah Deva,Tribhuwan Bir Bikram Shah Deva.Nepal.1951.1954.Monarchy,Non-democracy,Monarchy,1951,4,0
Nepal,790,790.0,Southern Asia,Asia,Mahendra Bir Bikram Shah Deva,Mahendra Bir Bikram Shah Deva.Nepal.1955.1971.Monarchy,Non-democracy,Monarchy,1955,17,0
Nepal,790,790.0,Southern Asia,Asia,Birendra Bir Bikram Shah Deva,Birendra Bir Bikram Shah Deva.Nepal.1972.1989.Monarchy,Non-democracy,Monarchy,1972,18,1
Nepal,790,790.0,Southern Asia,Asia,Birendra Bir Bikram Shah Deva,Birendra Bir Bikram Shah Deva.Nepal.1990.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1,1
Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala,Girija Prasad Koirala.Nepal.1991.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1991,3,1
Nepal,790,790.0,Southern Asia,Asia,Man Mohan Adhikari,Man Mohan Adhikari.Nepal.1994.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1,1
Nepal,790,790.0,Southern Asia,Asia,Sher Bahadur Deuba,Sher Bahadur Deuba.Nepal.1995.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1995,2,1
Nepal,790,790.0,Southern Asia,Asia,Surya Bahadur Thapa,Surya Bahadur Thapa.Nepal.1997.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1,1
Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala,Girija Prasad Koirala.Nepal.1998.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1998,1,1
Nepal,790,790.0,Southern Asia,Asia,Krishna Prasad Bhattarai,Krishna Prasad Bhattarai.Nepal.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1,1
Nepal,790,790.0,Southern Asia,Asia,Girija Prasad Koirala,Girija Prasad Koirala.Nepal.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
Nepal,790,790.0,Southern Asia,Asia,Sher Bahadur Deuba,Sher Bahadur Deuba.Nepal.2001.2001.Parliamentary Dem,Democracy,Parliamentary Dem,2001,1,1
Nepal,790,790.0,Southern Asia,Asia,Gyanendra Bir Bikram Shah Deva,Gyanendra Bir Bikram Shah Deva.Nepal.2002.2007.Monarchy,Non-democracy,Monarchy,2002,6,1
Nepal,790,790.0,Southern Asia,Asia,Pushpa Kamal Dahal,Pushpa Kamal Dahal.Nepal.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Netherlands,210,210.0,Western Europe,Europe,Louis Beel,Louis Beel.Netherlands.1946.1947.Parliamentary Dem,Democracy,Parliamentary Dem,1946,2,1
Netherlands,210,210.0,Western Europe,Europe,Willem Drees,Willem Drees.Netherlands.1948.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1948,10,1
Netherlands,210,210.0,Western Europe,Europe,Louis Beel,Louis Beel.Netherlands.1958.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1958,1,1
Netherlands,210,210.0,Western Europe,Europe,Jan de Quay,Jan de Quay.Netherlands.1959.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1959,4,1
Netherlands,210,210.0,Western Europe,Europe,Victor Marijnen,Victor Marijnen.Netherlands.1963.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1963,2,1
Netherlands,210,210.0,Western Europe,Europe,Joseph Cals,Joseph Cals.Netherlands.1965.1966.Parliamentary Dem,Democracy,Parliamentary Dem,1965,2,1
Netherlands,210,210.0,Western Europe,Europe,Petrus de Jong,Petrus de Jong.Netherlands.1967.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1967,4,1
Netherlands,210,210.0,Western Europe,Europe,Barend Biesheuvel,Barend Biesheuvel.Netherlands.1971.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1971,2,1
Netherlands,210,210.0,Western Europe,Europe,Johannes den Uyl,Johannes den Uyl.Netherlands.1973.1976.Parliamentary Dem,Democracy,Parliamentary Dem,1973,4,1
Netherlands,210,210.0,Western Europe,Europe,Andreas van Agt,Andreas van Agt.Netherlands.1977.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1977,5,1
Netherlands,210,210.0,Western Europe,Europe,Rudolphus Lubbers,Rudolphus Lubbers.Netherlands.1982.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1982,12,1
Netherlands,210,210.0,Western Europe,Europe,Wim Kok,Wim Kok.Netherlands.1994.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1994,8,1
Netherlands,210,210.0,Western Europe,Europe,Jan Peter Balkenende,Jan Peter Balkenende.Netherlands.2002.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2002,7,0
New Zealand,920,920.0,Australia and New Zealand,Oceania,Peter Fraser,Peter Fraser.New Zealand.1946.1948.Parliamentary Dem,Democracy,Parliamentary Dem,1946,3,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Sidney Holland,Sidney Holland.New Zealand.1949.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1949,8,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Walter Nash,Walter Nash.New Zealand.1957.1959.Parliamentary Dem,Democracy,Parliamentary Dem,1957,3,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Keith Holyoake,Keith Holyoake.New Zealand.1960.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1960,12,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Norman Kirk,Norman Kirk.New Zealand.1972.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1972,2,0
New Zealand,920,920.0,Australia and New Zealand,Oceania,Wallace Rowling,Wallace Rowling.New Zealand.1974.1974.Parliamentary Dem,Democracy,Parliamentary Dem,1974,1,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Robert Muldoon,Robert Muldoon.New Zealand.1975.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1975,9,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,David Lange,David Lange.New Zealand.1984.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1984,5,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Geoffrey Palmer,Geoffrey Palmer.New Zealand.1989.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Jim Bolger,Jim Bolger.New Zealand.1990.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1990,7,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Jenny Shipley,Jenny Shipley.New Zealand.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,2,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,Helen Elizabeth Clark,Helen Elizabeth Clark.New Zealand.1999.2007.Parliamentary Dem,Democracy,Parliamentary Dem,1999,9,1
New Zealand,920,920.0,Australia and New Zealand,Oceania,John Phillip Key,John Phillip Key.New Zealand.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Nicaragua,93,93.0,Central America,Americas,Anastasio Somoza Garcia,Anastasio Somoza Garcia.Nicaragua.1946.1955.Military Dict,Non-democracy,Military Dict,1946,10,0
Nicaragua,93,93.0,Central America,Americas,Luis Somoza Debayle,Luis Somoza Debayle.Nicaragua.1956.1966.Civilian Dict,Non-democracy,Civilian Dict,1956,11,1
Nicaragua,93,93.0,Central America,Americas,Anastasio Somoza Debayle,Anastasio Somoza Debayle.Nicaragua.1967.1978.Military Dict,Non-democracy,Military Dict,1967,12,1
Nicaragua,93,93.0,Central America,Americas,Daniel Ortega Saavedra,Daniel Ortega Saavedra.Nicaragua.1979.1983.Civilian Dict,Non-democracy,Civilian Dict,1979,5,1
Nicaragua,93,93.0,Central America,Americas,Daniel Ortega Saavedra,Daniel Ortega Saavedra.Nicaragua.1984.1989.Presidential Dem,Democracy,Presidential Dem,1984,6,1
Nicaragua,93,93.0,Central America,Americas,Violeta Barrios de Chamorro,Violeta Barrios de Chamorro.Nicaragua.1990.1996.Presidential Dem,Democracy,Presidential Dem,1990,7,1
Nicaragua,93,93.0,Central America,Americas,Jose Arnoldo Aleman Lacayo,Jose Arnoldo Aleman Lacayo.Nicaragua.1997.2001.Presidential Dem,Democracy,Presidential Dem,1997,5,1
Nicaragua,93,93.0,Central America,Americas,Enrique Bolanos Geyer,Enrique Bolanos Geyer.Nicaragua.2002.2006.Presidential Dem,Democracy,Presidential Dem,2002,5,1
Nicaragua,93,93.0,Central America,Americas,Josï¿½ Daniel Ortega Saavedra,Josï¿½ Daniel Ortega Saavedra.Nicaragua.2007.2008.Presidential Dem,Democracy,Presidential Dem,2007,2,0
Niger,436,436.0,Western Africa,Africa,Hamani Diori,Hamani Diori.Niger.1960.1973.Civilian Dict,Non-democracy,Civilian Dict,1960,14,1
Niger,436,436.0,Western Africa,Africa,Seyni Kountche,Seyni Kountche.Niger.1974.1986.Military Dict,Non-democracy,Military Dict,1974,13,0
Niger,436,436.0,Western Africa,Africa,Ali Saibou,Ali Saibou.Niger.1987.1992.Military Dict,Non-democracy,Military Dict,1987,6,1
Niger,436,436.0,Western Africa,Africa,Mahamadou Issoufou,Mahamadou Issoufou.Niger.1993.1993.Mixed Dem,Democracy,Mixed Dem,1993,1,1
Niger,436,436.0,Western Africa,Africa,Abdoulaye Souley,Abdoulaye Souley.Niger.1994.1994.Mixed Dem,Democracy,Mixed Dem,1994,1,1
Niger,436,436.0,Western Africa,Africa,Hama Amadou,Hama Amadou.Niger.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1,1
Niger,436,436.0,Western Africa,Africa,Ibrahim Bare Mainassara,Ibrahim Bare Mainassara.Niger.1996.1998.Military Dict,Non-democracy,Military Dict,1996,3,0
Niger,436,436.0,Western Africa,Africa,Dauoda Malam Wankï¿½,Dauoda Malam Wankï¿½.Niger.1999.1999.Military Dict,Non-democracy,Military Dict,1999,1,1
Niger,436,436.0,Western Africa,Africa,Hama Amadou,Hama Amadou.Niger.2000.2006.Mixed Dem,Democracy,Mixed Dem,2000,7,1
Niger,436,436.0,Western Africa,Africa,Seyni Oumarou,Seyni Oumarou.Niger.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2,0
Nigeria,475,475.0,Western Africa,Africa,Abubakar Tafawa Balewa,Abubakar Tafawa Balewa.Nigeria.1960.1965.Parliamentary Dem,Democracy,Parliamentary Dem,1960,6,0
Nigeria,475,475.0,Western Africa,Africa,Yakubu Gowon,Yakubu Gowon.Nigeria.1966.1974.Military Dict,Non-democracy,Military Dict,1966,9,1
Nigeria,475,475.0,Western Africa,Africa,Murtala Mohammed,Murtala Mohammed.Nigeria.1975.1975.Military Dict,Non-democracy,Military Dict,1975,1,0
Nigeria,475,475.0,Western Africa,Africa,Olusegun Obasanjo,Olusegun Obasanjo.Nigeria.1976.1978.Military Dict,Non-democracy,Military Dict,1976,3,1
Nigeria,475,475.0,Western Africa,Africa,Shehu Shagari,Shehu Shagari.Nigeria.1979.1982.Presidential Dem,Democracy,Presidential Dem,1979,4,1
Nigeria,475,475.0,Western Africa,Africa,Mohammed Buhari,Mohammed Buhari.Nigeria.1983.1984.Military Dict,Non-democracy,Military Dict,1983,2,1
Nigeria,475,475.0,Western Africa,Africa,Ibrahim Babangida,Ibrahim Babangida.Nigeria.1985.1992.Military Dict,Non-democracy,Military Dict,1985,8,1
Nigeria,475,475.0,Western Africa,Africa,Sani Abacha,Sani Abacha.Nigeria.1993.1997.Military Dict,Non-democracy,Military Dict,1993,5,0
Nigeria,475,475.0,Western Africa,Africa,Abdulsalami Abubakar,Abdulsalami Abubakar.Nigeria.1998.1998.Military Dict,Non-democracy,Military Dict,1998,1,1
Nigeria,475,475.0,Western Africa,Africa,Olusegun Obasanjo,Olusegun Obasanjo.Nigeria.1999.2006.Presidential Dem,Democracy,Presidential Dem,1999,8,1
Nigeria,475,475.0,Western Africa,Africa,Umaru Musa Yar'Adua,Umaru Musa Yar'Adua.Nigeria.2007.2008.Presidential Dem,Democracy,Presidential Dem,2007,2,0
North Korea,731,731.0,Eastern Asia,Asia,Kim Il Sung,Kim Il Sung.North Korea.1948.1993.Military Dict,Non-democracy,Military Dict,1948,46,0
North Korea,731,731.0,Eastern Asia,Asia,Kim Jong Il,Kim Jong Il.North Korea.1994.2008.Civilian Dict,Non-democracy,Civilian Dict,1994,15,0
Norway,385,385.0,Northern Europe,Europe,Einar Gerhardsen,Einar Gerhardsen.Norway.1946.1950.Parliamentary Dem,Democracy,Parliamentary Dem,1946,5,1
Norway,385,385.0,Northern Europe,Europe,Oscar Torp,Oscar Torp.Norway.1951.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1951,4,1
Norway,385,385.0,Northern Europe,Europe,Einar Gerhardsen,Einar Gerhardsen.Norway.1955.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1955,10,1
Norway,385,385.0,Northern Europe,Europe,Per Borten,Per Borten.Norway.1965.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1965,6,1
Norway,385,385.0,Northern Europe,Europe,Trygve Bratteli,Trygve Bratteli.Norway.1971.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1971,1,1
Norway,385,385.0,Northern Europe,Europe,Lars Korvald,Lars Korvald.Norway.1972.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1972,1,1
Norway,385,385.0,Northern Europe,Europe,Trygve Bratteli,Trygve Bratteli.Norway.1973.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1973,3,1
Norway,385,385.0,Northern Europe,Europe,Odvar Nordli,Odvar Nordli.Norway.1976.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1976,5,1
Norway,385,385.0,Northern Europe,Europe,Kare Isaachsen Willoch,Kare Isaachsen Willoch.Norway.1981.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1981,5,1
Norway,385,385.0,Northern Europe,Europe,Gro Harlem Brundtland,Gro Harlem Brundtland.Norway.1986.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1986,3,1
Norway,385,385.0,Northern Europe,Europe,Jan Peder Syse,Jan Peder Syse.Norway.1989.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1,1
Norway,385,385.0,Northern Europe,Europe,Gro Harlem Brundtland,Gro Harlem Brundtland.Norway.1990.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1990,6,1
Norway,385,385.0,Northern Europe,Europe,Thorbjorn Jagland,Thorbjorn Jagland.Norway.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
Norway,385,385.0,Northern Europe,Europe,Kjell Magne Bondevik,Kjell Magne Bondevik.Norway.1997.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1997,3,1
Norway,385,385.0,Northern Europe,Europe,Jena Stoltenberg,Jena Stoltenberg.Norway.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
Norway,385,385.0,Northern Europe,Europe,Kjell Magne Bondevik,Kjell Magne Bondevik.Norway.2001.2004.Parliamentary Dem,Democracy,Parliamentary Dem,2001,4,1
