       id        heduc   heblack   mixed     years   div  
   10105    < 12 years        No     Yes       5.5   Yes  
   10109   12-15 years       Yes     Yes    24.999    No  
   10113    < 12 years        No      No    5.5605   Yes  
   10117    < 12 years        No      No     4.337   Yes  
   10128    < 12 years       Yes      No      .621    No  
   10130    < 12 years       Yes      No    20.137    No  
   10134    < 12 years       Yes     Yes     3.855    No  
   10143    < 12 years       Yes     Yes   18.4585   Yes  
   10160    < 12 years        No     Yes    41.843    No  
   10166    < 12 years       Yes     Yes    14.172    No  
   10168    < 12 years        No     Yes    13.648   Yes  
   10170    < 12 years       Yes      No    30.992    No  
   10182   12-15 years       Yes      No    23.786    No  
   10196     16+ years        No      No     7.168   Yes  
   10197    < 12 years        No      No     1.498    No  
   10201   12-15 years        No      No   22.7185   Yes  
   10206   12-15 years        No      No     6.409    No  
   10216   12-15 years        No      No    13.821    No  
   10217    < 12 years        No      No      .534    No  
   10222   12-15 years        No      No    19.877    No  
   10230   12-15 years        No      No    13.314    No  
   10239   12-15 years        No      No    13.821    No  
   10242   12-15 years        No      No     5.919   Yes  
   10245   12-15 years        No      No    42.434    No  
   10253   12-15 years        No      No    19.291   Yes  
   10256    < 12 years        No      No    38.919    No  
   10258    < 12 years       Yes     Yes     27.86    No  
   10261    < 12 years        No      No     27.86    No  
   10265    < 12 years        No      No     6.708    No  
   10267    < 12 years       Yes      No    21.169    No  
   10270    < 12 years        No      No     3.086    No  
   10271    < 12 years        No     Yes     8.901    No  
   10272    < 12 years        No      No    17.585    No  
   10274    < 12 years       Yes     Yes    35.828    No  
   10282    < 12 years       Yes     Yes   16.6055   Yes  
   10287    < 12 years       Yes     Yes    22.867    No  
   10294    < 12 years        No     Yes    14.582    No  
   10297    < 12 years        No     Yes    30.861    No  
   10305   12-15 years       Yes     Yes    11.759    No  
   10308   12-15 years        No     Yes     4.534    No  
   10316   12-15 years       Yes     Yes      21.7    No  
   10325   12-15 years       Yes      No      .381    No  
   10328   12-15 years       Yes      No     8.435    No  
   10331    < 12 years        No     Yes    47.852    No  
   10334   12-15 years       Yes      No     2.305    No  
   10335    < 12 years       Yes      No    26.111    No  
   10338    < 12 years       Yes     Yes    13.629    No  
   10347   12-15 years        No      No      5.96    No  
   10349   12-15 years        No      No    1.5445   Yes  
   10357    < 12 years        No      No   19.2525   Yes  
   10361    < 12 years        No      No     4.999   Yes  
   10366   12-15 years        No      No     4.843    No  
   10400   12-15 years        No      No     4.843    No  
   10406    < 12 years        No      No    19.064    No  
   10411   12-15 years        No      No    6.7515   Yes  
   10432   12-15 years        No      No    26.103    No  
   10442     16+ years       Yes      No     4.307    No  
   10445   12-15 years       Yes      No    17.577   Yes  
   10457    < 12 years       Yes     Yes    21.227    No  
   10459    < 12 years        No     Yes     19.54   Yes  
   10463   12-15 years       Yes     Yes    4.6595   Yes  
   10468    < 12 years       Yes      No    2.1435   Yes  
   10483    < 12 years       Yes      No     7.751    No  
   10488   12-15 years       Yes      No     5.604    No  
   10496     16+ years        No     Yes     5.807   Yes  
   10499   12-15 years        No     Yes    5.5085   Yes  
   10503    < 12 years       Yes     Yes     6.021    No  
   10507    < 12 years        No     Yes    23.001   Yes  
   10513   12-15 years       Yes     Yes    16.668   Yes  
   10515   12-15 years        No      No    16.668   Yes  
   10521     16+ years       Yes     Yes     2.998   Yes  
   10528   12-15 years        No     Yes     1.038    No  
   10536    < 12 years       Yes      No     2.971    No  
   10543   12-15 years        No      No    53.142    No  
   10546     16+ years        No      No    11.792    No  
   10555    < 12 years        No      No      .923    No  
   10565    < 12 years       Yes     Yes     2.938    No  
   10573    < 12 years        No     Yes       9.8    No  
   10589   12-15 years        No      No         4   Yes  
   10593   12-15 years        No      No    18.127    No  
   10605   12-15 years        No     Yes    20.991    No  
   10610   12-15 years        No      No    38.428    No  
   10614   12-15 years        No      No    15.871    No  
   10620    < 12 years        No     Yes     2.168   Yes  
   10627   12-15 years       Yes      No    21.593    No  
   10637   12-15 years       Yes      No    21.095    No  
   10639    < 12 years       Yes     Yes    11.028   Yes  
   10650   12-15 years        No      No     1.448    No  
   10656   12-15 years        No      No    10.168   Yes  
   10659     16+ years        No      No     28.17    No  
   10662    < 12 years        No     Yes     22.47    No  
   10680   12-15 years       Yes      No     6.146    No  
   10687    < 12 years       Yes     Yes    2.9155   Yes  
   10691    < 12 years        No     Yes    2.9625   Yes  
   10699   12-15 years        No     Yes    6.9185   Yes  
   10704   12-15 years       Yes     Yes    15.195    No  
   10718   12-15 years        No      No      .427   Yes  
   10722   12-15 years        No      No    13.051    No  
   10729   12-15 years        No      No    14.472    No  
   10738   12-15 years        No      No    17.117    No  
   10740    < 12 years       Yes     Yes    39.803    No  
   10747    < 12 years        No     Yes    25.166    No  
   10754   12-15 years        No     Yes       9.5   Yes  
   10762   12-15 years       Yes     Yes     5.339   Yes  
   10764   12-15 years        No      No    13.254   Yes  
   10765    < 12 years       Yes     Yes    11.748    No  
   10768   12-15 years        No      No     5.588   Yes  
   10773   12-15 years        No      No     .5885   Yes  
   10786   12-15 years        No      No     .4985   Yes  
   10797   12-15 years       Yes     Yes    22.973    No  
   10803   12-15 years        No     Yes     1.763    No  
   10806   12-15 years        No     Yes    43.097    No  
   10811   12-15 years       Yes      No    10.858    No  
   10813    < 12 years       Yes     Yes    2.9975   Yes  
   10816   12-15 years       Yes     Yes    8.0025   Yes  
   10827   12-15 years       Yes     Yes    22.502    No  
   10830    < 12 years        No     Yes    57.415    No  
   10832   12-15 years       Yes     Yes   18.9155   Yes  
   10838   12-15 years        No      No     8.534    No  
   10839   12-15 years        No      No    1.7275   Yes  
   10844    < 12 years        No     Yes    21.722    No  
   10862    < 12 years       Yes      No      4.92    No  
   10873    < 12 years        No      No     52.14    No  
   10893   12-15 years       Yes      No    15.217    No  
   10899   12-15 years        No     Yes     8.983   Yes  
   10911   12-15 years       Yes      No     8.608    No  
   10914   12-15 years       Yes      No     1.098    No  
   10919    < 12 years        No      No    14.067    No  
   10923    < 12 years        No      No    14.067    No  
   10926    < 12 years        No     Yes    50.251    No  
   10928    < 12 years        No     Yes    16.419    No  
   10932   12-15 years        No      No    23.034    No  
   10937   12-15 years        No      No    12.304    No  
   10939   12-15 years        No      No    17.013    No  
   10946   12-15 years        No      No   30.2475   Yes  
   10948    < 12 years        No      No    35.181    No  
   10953   12-15 years        No      No      .832    No  
   10958   12-15 years        No      No     5.695    No  
   10960    < 12 years       Yes      No   17.1965   Yes  
   10962   12-15 years       Yes      No    19.409    No  
   10977    < 12 years       Yes      No    49.687    No  
   10981    < 12 years       Yes     Yes    10.001    No  
   10984    < 12 years        No     Yes    15.997    No  
   10988   12-15 years        No      No    10.338   Yes  
   10998   12-15 years        No      No    5.0475   Yes  
